Label, LeftEyebrow, RightEyebrow, LeftLip, RightLip, LipWidth, LipHeight
Neutral,5.675586,5.849607,4.941231,5.232825,4.19400215148926,1.12111401557922
Neutral,5.595695,5.824934,4.955531,4.736199,3.52163600921631,1.03703701496124
Neutral,5.353132,5.466297,5.040544,5.035244,3.67705941200256,1.11910510063171
Neutral,6.208085,5.665776,4.05395,4.219829,2.74671006202698,0.861618101596832
Neutral,6.479796,6.274617,4.96261,4.796594,3.88290143013,1.27701580524445
Neutral,5.716672,5.202878,4.750467,4.907945,3.42502117156982,0.99886816740036
Neutral,5.723876,5.187672,4.051402,4.306854,2.602135181427,0.694389224052429
Neutral,5.933613,5.505619,5.059845,4.785413,3.70367932319641,1.18029808998108
Neutral,5.82634,5.569133,4.493051,4.905331,3.3604736328125,1.13519155979156
Neutral,5.593587,5.97885,4.844656,4.725659,3.33261680603027,1.33267331123352
Neutral,5.177271,6.040637,4.640324,4.473876,3.04313564300537,1
Neutral,6.195605,5.705275,4.466997,4.758383,3.36842107772827,0.953198432922363
Neutral,6.100653,5.581199,4.808464,4.837454,3.56800699234009,0.862056910991669
Neutral,6.440229,5.492167,4.812138,4.677723,3.19083142280579,1.04761910438538
Neutral,5.701749,5.820724,4.710717,4.184993,2.86356425285339,1.15043032169342
Neutral,6.530092,5.886231,4.797136,5.100179,3.66383790969849,1.14133608341217
Neutral,5.916245,5.533848,4.975013,5.427331,4.02084493637085,1.15788340568542
Neutral,5.360542,5.747221,5.440195,5.098163,3.85747194290161,1.38266575336456
Neutral,6.134958,6.280874,4.999336,5.107213,4.10054636001587,1.19765985012054
Neutral,6.193223,5.909245,4.419616,4.694027,3.4287166595459,1.08373618125916
Neutral,6.030625,5.749226,5.370651,5.5415,4.00023651123047,1.30724310874939
Neutral,5.571753,5.677273,4.717082,4.604605,3.28357172012329,0.884218752384186
Neutral,5.399157,5.561065,5.052803,4.90976,3.84093594551086,1.29411017894745
Neutral,5.608269,5.679977,4.91209,4.898446,3.52286005020142,0.927051723003387
Neutral,6.811877,6.51022,5.465391,5.624416,4.42853403091431,1.29215908050537
Neutral,6.277144,5.394178,4.378743,5.32803,3.45027852058411,0.993559837341309
Neutral,6.245432,6.837176,4.244013,4.134475,2.79844570159912,0.833536803722382
Neutral,6.113059,6.09207,4.734924,4.799149,3.45454549789429,0.954545438289642
Neutral,5.909412,5.879781,4.977119,4.968534,3.51841521263123,0.956605613231659
Neutral,5.878222,5.799092,4.109597,4.333749,2.5950939655304,0.864747107028961
Neutral,6.264423,5.801684,5.664361,6.201426,4.53395938873291,1.52994120121002
Neutral,5.442615,5.333801,6.844315,7.159655,5.49247789382935,2.43993997573853
Neutral,5.216821,5.268247,6.601134,6.796474,5.61439228057861,2.30799651145935
Neutral,6.045755,6.162601,4.876608,4.928354,3.56291174888611,0.868744492530823
Neutral,5.498885,5.476202,4.912455,4.993917,3.36394357681274,1.45525550842285
Neutral,5.449257,5.616919,5.165936,4.979045,3.69250798225403,1.23137009143829
Neutral,6.075452,6.015523,5.053299,5.16213,3.81451368331909,1.04437625408173
Neutral,5.697861,5.941759,4.596098,4.35678,2.89133071899414,1.15633618831635
Neutral,6.694112,6.607425,4.917831,4.536454,3.60555124282837,0.912181735038757
Neutral,5.652225,5.685481,5.132803,5.327146,4.04617977142334,1.29933798313141
Neutral,5.445904,5.771899,4.785132,4.394135,3.35234022140503,0.826086938381195
Neutral,5.763626,5.899549,5.170631,4.751579,3.70135116577148,1.25099956989288
Neutral,6.06272,5.22123,4.576254,4.746615,3.25898957252502,1.12951195240021
Neutral,5.996008,6.182516,4.386638,4.619206,3.45858430862427,1.04249966144562
Neutral,5.868356,5.657768,4.873458,4.597943,3.28097558021545,1.2406450510025
Neutral,5.387434,5.109444,5.478742,5.705158,4.3920521736145,2.05555558204651
Neutral,6.009696,5.835658,4.678513,4.562445,3.34637498855591,0.69337522983551
Neutral,6.210205,5.991275,5.228929,5.05944,4.09518909454346,1.3991447687149
Neutral,6.346093,5.844129,5.166221,5.228013,3.72838115692139,1.13636362552643
Neutral,6.13815,5.260741,4.407187,4.987171,3.46518468856812,0.953909695148468
Neutral,5.818759,5.890542,5.199431,4.772981,3.90218114852905,1.34555065631866
Neutral,6.453094,5.627927,4.989125,5.503511,4.03635168075562,1.1465630531311
Neutral,6.127743,6.147598,4.640466,4.703497,3.16666674613953,0.966666638851166
Neutral,5.809173,5.8803,4.88159,4.690469,3.48802971839905,1.26386451721191
Neutral,5.319549,5.176503,4.453381,4.534615,2.88350892066956,1.03769433498383
Neutral,6.594166,6.345958,4.200371,4.438094,2.8779764175415,0.879296839237213
Neutral,5.26222,5.593103,4.730219,4.773279,3.17731332778931,0.961115777492523
Neutral,5.800374,5.373763,4.430417,4.756863,3.17617321014404,1.03659331798553
Neutral,6.182838,6.0047,4.970413,4.453077,3.50849938392639,1.17030167579651
Neutral,5.476387,5.523541,5.471992,5.158772,4.04789924621582,1.42857146263123
Neutral,5.967772,5.81966,5.58298,5.183984,4.1640305519104,1.45591926574707
Neutral,5.54176,5.354458,4.498281,4.858899,3.26227927207947,0.889050602912903
Neutral,6.371789,6.318708,4.44352,3.999593,3.03518176078796,0.815097272396088
Neutral,5.62574,5.304183,4.548767,5.090323,3.3501284122467,1.04116106033325
Neutral,5.404634,5.297557,4.909985,5.122693,3.17549300193787,1.6402302980423
Neutral,5.32325,5.208883,4.53521,4.807344,3.50084519386292,1.26981341838837
Neutral,5.452592,5.564273,5.105396,5.035542,3.70605397224426,1.58415031433105
Neutral,5.218142,5.377648,4.953443,4.887223,3.53957581520081,1.12479543685913
Neutral,5.955289,5.689346,4.884332,5.265085,3.90737438201904,1.01015257835388
Neutral,5.389626,5.350043,4.877612,4.60912,3.40023517608643,0.880908608436584
Neutral,5.961082,6.066055,4.990837,4.850015,3.65034246444702,1.14999997615814
Neutral,5.938668,5.7091,5.517875,5.27409,3.9549617767334,1.38177311420441
Neutral,5.385032,6.037019,5.449055,4.424242,4.1052770614624,1.03838312625885
Neutral,5.704762,5.573536,5.149848,5.107,3.67199349403381,1.41788530349731
Neutral,5.581899,5.238831,5.220084,5.693165,3.95126557350159,1.64999997615814
Neutral,5.315458,5.530716,4.413873,4.914618,3.22125291824341,1.22774302959442
Neutral,5.534664,5.54946,4.19743,4.329391,2.96063303947449,0.85273015499115
Neutral,6.150166,5.802289,5.053827,5.289989,3.81532454490662,1.50120222568512
Neutral,5.466294,5.800457,5.140428,5.198568,4.10829830169678,1.26753628253937
Neutral,6.153987,5.845164,5.395186,5.23272,3.84999990463257,1.25
Neutral,5.080695,5.485365,5.21368,5.204901,3.60947394371033,1.65118598937988
Neutral,5.734195,6.083848,4.929604,4.939532,3.26086950302124,1.39198350906372
Neutral,5.42897,4.894943,4.408287,4.828783,2.92076730728149,1.1180340051651
Neutral,5.892976,5.623562,4.507175,5.110284,3.71398448944092,1.33928346633911
Neutral,6.154696,5.769669,4.946424,4.68194,3.6772768497467,1.03993737697601
Neutral,5.837247,5.789801,5.408128,5.5663,3.99427938461304,1.5
Neutral,5.637077,5.351591,6.67961,6.723628,5.34660720825195,1.93871629238129
Fear,5.725872,6.047859,6.985929,7.470296,6.57069492340088,2.36748218536377
Fear,4.732365,4.696445,5.693849,5.201275,4.24969100952148,1.39242720603943
Fear,6.051328,5.354017,4.531096,4.603054,3.52286005020142,1.3243842124939
Fear,5.58324,6.01729,7.443637,6.990921,6.32989454269409,2.63166785240173
Fear,5.893482,5.28518,5.164537,5.615597,4.197434425354,1.69787895679474
Fear,7.814028,7.810057,5.972051,5.967679,5.20883655548096,2.35115265846252
Fear,5.027759,5.503822,6.483653,6.078173,5.16753816604614,2.11399269104004
Fear,5.654172,6.179888,5.322971,5.315051,3.7155065536499,1.81202828884125
Fear,4.564385,5.25033,5.884728,5.261254,4.70113515853882,1.85461509227753
Fear,5.512789,4.923556,6.239204,6.40186,5.18884754180908,1.66090965270996
Fear,5.355714,5.074241,5.468168,5.340761,4.0963454246521,1.2380952835083
